FCLTY_NM,FCLTY_LO,FCLTY_LA,KLANG_NM,ENGL_AREA_NM,JLANG_NM,CHNLNG_SIMCH_NM,CHNLNG_TRACH_NM,CTPRVN_CD,SIGNGU_CD,CTPRVN_KLANG_NM,SIGNGU_KLANG_NM,ADSTRD_KLANG_NM,CTPRVN_JLANG_NM,SIGNGU_JLANG_NM,ADSTRD_JLANG_NM,BASE_DE
천포금광촌,1114220.0,1928872.0,천포금광촌,,泉浦金?村,泉浦金光村,,42,42770,강원,정선군,화암면,江原道,旌善郡,?岩面,2021-12-31
강원랜드/카지노,1117274.0,1913349.0,강원랜드카지노,Gangwon Land Casino,江原ランドカジノ,江原大世界??,江原大世界賭場,42,42770,강원,정선군,사북읍,江原道,旌善郡,?北邑,2021-12-31
구절리역,1108421.0,1947085.0,구절리역,,九切里?,九切里站,,42,42770,강원,정선군,여량면,江原道,旌善郡,余粮面,2021-12-31
타임캡슐공원,1105420.0,1912046.0,타임캡슐공원,,タイムカプセル公園,???囊公?,時間膠囊公園,42,42770,강원,정선군,신동읍,江原道,旌善郡,新洞邑,2021-12-31
구미정유원지,1117227.0,1942362.0,구미정유원지,,九美亭遊園地,九美亭游??,,42,42770,강원,정선군,임계면,江原道,旌善郡,臨?面,2021-12-31
아우라지/강변유원지,1108162.0,1942549.0,아우라지강변유원지,,アウラジ江?遊園地,阿?拉吉江?游??,,42,42770,강원,정선군,여량면,江原道,旌善郡,余粮面,2021-12-31
화암팔경/광대곡,1116800.0,1924824.0,화암팔경광대곡,Recreation Area,?岩八景?大谷,?岩八景?大谷,遊園區,42,42770,강원,정선군,화암면,江原道,旌善郡,?岩面,2021-12-31
조양강과동강강변길,1102877.0,1931775.0,조양강과동강강변길,,,朝?江合?江江?路,,42,42770,강원,정선군,정선읍,江原道,旌善郡,旌善邑,2021-12-31
송참봉민속마을,935121.0,1742080.0,송참봉민속마을,,,,,45,45180,전북,정읍시,영원면,全羅北道,井邑市,永元面,2021-12-31
내장산워터파크,945331.49,1725078.53,내장산워터파크,Waterpark,??山ウォ?タ?パ?ク,,,45,45180,전북,정읍시,내장상동,全羅北道,井邑市,??上洞,2021-12-31
내장산/오색단풍길,948138.0,1721772.0,내장산오색단풍길,,,,,45,45180,전북,정읍시,내장상동,全羅北道,井邑市,??上洞,2021-12-31
산외한우마을,958433.0,1736301.0,산외한우마을,Sanoe Korean Beef Village,山外韓牛村,山外?牛村,山外韓牛村,45,45180,전북,정읍시,산외면,全羅北道,井邑市,山外面,2021-12-31
호남평야,941676.0,1730637.0,호남평야,,,,,45,45180,전북,정읍시,수성동,全羅北道,井邑市,壽城洞,2021-12-31
구린굴,911225.0,1491400.0,구린굴,Guringul Cave,クリン窟,Gurin窟,,50,50110,제주,제주시,아라동,?州特別自治道,?州市,我羅洞,2021-12-31
금능석물원,881625.0,1488897.0,금능석물원,Geumneung Stone Park,金陵石物園,金陵石雕元,,50,50110,제주,제주시,한림읍,?州特別自治道,?州市,翰林邑,2021-12-31
금산공원,891283.0,1494204.0,금산공원,Geumsan Park,金山公園,金山公?,,50,50110,제주,제주시,애월읍,?州特別自治道,?州市,涯月邑,2021-12-31
김녕사굴,932740.0,1505994.0,김녕사굴,Gimnyeongsagul Cave,金寧蛇窟,金?蛇窟,,50,50110,제주,제주시,구좌읍,?州特別自治道,?州市,?左邑,2021-12-31
낙조전망대,888016.0,1553189.0,낙조전망대,Nakjo Observatory,落照展望台,落照望台,,50,50110,제주,제주시,추자면,?州特別自治道,?州市,楸子面,2021-12-31
도깨비공원,924916.0,1497080.0,도깨비공원,Dokkebi Park,トッケビ公園,妖怪公?,公園,50,50110,제주,제주시,조천읍,?州特別自治道,?州市,朝天邑,2021-12-31
방사탑,949728.0,1502928.0,방사탑,Stone Pagoda,防邪塔,防邪塔,,50,50110,제주,제주시,우도면,?州特別自治道,?州市,牛島面,2021-12-31
산지천/중국피난선,909910.0,1503152.0,산지천중국피난선,Sanjicheon China Refuge Vessel,山地川中?避難船,三地川中?避?船,,50,50110,제주,제주시,건입동,?州特別自治道,?州市,健入洞,2021-12-31
신비의도로,905928.0,1495891.0,신비의도로,Mysterious Road,神秘の道路,神奇之路(怪坡),,50,50110,제주,제주시,노형동,?州特別自治道,?州市,老衡洞,2021-12-31
쌍용굴,882793.0,1489414.0,쌍용굴,Ssangyonggul Cave,?龍窟,??窟,,50,50110,제주,제주시,한림읍,?州特別自治道,?州市,翰林邑,2021-12-31
엔에스디영상,908842.0,1503422.0,엔에스디영상,NSD,NSD映像,NSD影像,,50,50110,제주,제주시,삼도2동,?州特別自治道,?州市,三徒2洞,2021-12-31
용두암,908243.0,1503138.0,용두암,Yongduam Rock,龍頭岩,??岩,龍頭岩,50,50110,제주,제주시,용담2동,?州特別自治道,?州市,龍潭2洞,2021-12-31
용천동굴,932984.0,1506482.0,용천동굴,,龍淵洞窟,,,50,50110,제주,제주시,구좌읍,?州特別自治道,?州市,?左邑,2021-12-31
용천동굴/(세계문화유산),932984.0,1506482.0,용천동굴(세계문화유산),Yongcheon Cave (World Heritage),,?泉洞窟(世界文化??),,50,50110,제주,제주시,구좌읍,?州特別自治道,?州市,?左邑,2021-12-31
지두청사,949954.0,1500172.0,지두청사,,地頭?莎,,,50,50110,제주,제주시,우도면,?州特別自治道,?州市,牛島面,2021-12-31
최영장군사당,888712.0,1553133.0,최영장군사당,Shrine for General Choe Yeong,崔瑩?軍祠堂,崔???祠堂,,50,50110,제주,제주시,추자면,?州特別自治道,?州市,楸子面,2021-12-31
탐라목석원,911479.0,1497686.0,탐라목석원,Tamla Mok Sok Won,耽羅木石苑,耽?木石苑,耽羅木石苑,50,50110,제주,제주시,아라동,?州特別自治道,?州市,我羅洞,2021-12-31
해오름전망대,878728.0,1486572.0,해오름전망대,Haeoreum Observatory,ヘオルム展望台,日升望台,,50,50110,제주,제주시,한경면,?州特別自治道,?州市,翰京面,2021-12-31
협재굴,882796.0,1489445.0,협재굴,Hyeopjaegul Cave,?才窟,?才窟,挾才窟,50,50110,제주,제주시,한림읍,?州特別自治道,?州市,翰林邑,2021-12-31
제주칼호텔트로피카나카지노,909624.0,1501967.0,골든비치 카지노,Golden Beach Casino,?州KALホテルトロピカ?ナカジノ,?金海岸??,黃金海岸賭場,50,50110,제주,제주시,이도1동,?州特別自治道,?州市,二徒1洞,2021-12-31
더케이 카지노,908749.0,1503431.062,더케이 카지노,,,K??,K賭場,50,50110,제주,제주시,삼도2동,?州特別自治道,?州市,三徒2洞,2021-12-31
제주오리엔탈호텔카지노,908927.0,1503274.0,제주오리엔탈호텔카지노,Jeju Oriental Hotel Casino,?州 オリエンタルホテル カジノ,?州?方酒店??,濟州東方酒店賭場,50,50110,제주,제주시,삼도2동,?州特別自治道,?州市,三徒2洞,2021-12-31
파라다이스그랜드카지노,906056.0,1499648.0,파라다이스카지노 메종글래드제주점,Paradise Casino Maison Glad Jeju,パラダイスカジノ?州グランド,?州?格?德酒店天堂??,濟州島格蘭德酒店天堂賭場,50,50110,제주,제주시,연동,?州特別自治道,?州市,連洞,2021-12-31
손지오름,936689.68,1496225.42,손지오름,,ソンジオルム,,,50,50110,제주,제주시,구좌읍,?州特別自治道,?州市,?左邑,2021-12-31
셰프라인월드,928584.0,1493995.0,셰프라인월드,Chefline World,シェフラインワ?ルド,?具世界,,50,50110,제주,제주시,구좌읍,?州特別自治道,?州市,?左邑,2021-12-31
수목원/테마파크,905922.0,1498053.0,수목원테마파크,Sumokwon Theme Park,樹木園テ?マパ?ク,?木?主?公?,,50,50110,제주,제주시,연동,?州特別自治道,?州市,連洞,2021-12-31
시크릿/테마파크,905678.0,1496743.0,시크릿테마파크,Secret Theme Park,シ?クレットテ?マパ?ク,秘密主?公?,,50,50110,제주,제주시,노형동,?州特別自治道,?州市,老衡洞,2021-12-31
아름다운성/연리지공원,925770.0,1498842.0,아름다운성연리지공원,Yeolliji Sex Theme Park,美しい性連理枝公園,美?城?理枝公?,,50,50110,제주,제주시,조천읍,?州特別自治道,?州市,朝天邑,2021-12-31
에코랜드/테마파크,923050.0,1495396.0,에코랜드테마파크,Eco Land Theme Park,エコランドテ?マパ?ク,Eco Land主?公?,,50,50110,제주,제주시,조천읍,?州特別自治道,?州市,朝天邑,2021-12-31
에코피아테마파크,897061.8312,1491726.995,에코피아테마파크,,エコピアテ?マパ?ク,,,50,50110,제주,제주시,애월읍,?州特別自治道,?州市,涯月邑,2021-12-31
제주미니랜드,923209.0,1493836.0,제주미니랜드,Jeju Mini Land,?州ミニランド,?州迷???,,50,50110,제주,제주시,조천읍,?州特別自治道,?州市,朝天邑,2021-12-31
제주아트랜드,929736.0,1492708.0,제주아트랜드,Jeju Art Land,?州ア?トランド,?州????,,50,50110,제주,제주시,구좌읍,?州特別自治道,?州市,?左邑,2021-12-31
제주오름공원,908035.0,1499684.0,제주오름공원,Jeju Oreum Park,?州オルム公園,?州岳公?,,50,50110,제주,제주시,오라동,?州特別自治道,?州市,吾羅洞,2021-12-31
제주유리의성,885904.0,1481032.0,제주유리의성,Jeju Glass Castle,?州ガラスの城,?州琉璃城堡,,50,50110,제주,제주시,한경면,?州特別自治道,?州市,翰京面,2021-12-31
수산유원지,896415.0,1498241.0,수산유원지,Susan Amusement Park,水山遊園地,水山游??,,50,50110,제주,제주시,애월읍,?州特別自治道,?州市,涯月邑,2021-12-31
제주공룡랜드,900777.0,1495062.0,제주공룡랜드,Jeju Dinosaur Land,?州恐?ランド,?州恐???,遊園區,50,50110,제주,제주시,애월읍,?州特別自治道,?州市,涯月邑,2021-12-31
제주드림랜드,894213.0,1486219.0,제주드림랜드,Jeju Dreamland,?州ドリ?ムランド,?州?想??,遊園區,50,50110,제주,제주시,애월읍,?州特別自治道,?州市,涯月邑,2021-12-31
제주월드21,909652.0,1503204.0,제주월드21,Jeju World 21,?州ワ?ルド21,?州World21,遊園區,50,50110,제주,제주시,건입동,?州特別自治道,?州市,健入洞,2021-12-31
제주/코끼리랜드,919694.0,1498469.0,제주코끼리랜드,Elephant Land in Jeju,?州ジャンボビレッジ,?州大象??,遊園區,50,50110,제주,제주시,봉개동,?州特別自治道,?州市,奉蓋洞,2021-12-31
함덕비치랜드,922877.0,1505848.0,함덕비치랜드,Hamdeok Beach Land,咸?ビ?チランド,咸得海???,遊園區,50,50110,제주,제주시,조천읍,?州特別自治道,?州市,朝天邑,2021-12-31
돈대산산림/휴양산책로,891786.0,1551309.0,돈대산산림휴양산책로,Mt. Dondae Recreation Forest Route,,,,50,50110,제주,제주시,추자면,?州特別自治道,?州市,楸子面,2021-12-31
미래순대식당,911065.0,1501814.0,미래순대식당,Miraesundae Restaurant,,,,50,50110,제주,제주시,일도2동,?州特別自治道,?州市,一徒2洞,2021-12-31
사려니숲길/시점,918744.0,1492698.0,사려니숲길시점,Saryeoni Forest Path Entrance,,沙?尼林道起点,,50,50110,제주,제주시,봉개동,?州特別自治道,?州市,奉蓋洞,2021-12-31
용두암/먹거리장터,906121.0,1503403.0,용두암먹거리장터,Yongduam Rock Food Marketplace,,??岩美食市集,,50,50110,제주,제주시,용담2동,?州特別自治道,?州市,龍潭2洞,2021-12-31
용두암해변/도로카페촌,906507.0,1503521.0,용두암해변도로카페촌,Yongduam Rock Beach Road Cafes,,??岩海?道路??村,,50,50110,제주,제주시,용담2동,?州特別自治道,?州市,龍潭2洞,2021-12-31
제주서문/가구거리,908762.0,1502613.0,제주서문가구거리,Jeju Seomun Furniture Street,,?州西?家具街,,50,50110,제주,제주시,용담1동,?州特別自治道,?州市,龍潭1洞,2021-12-31
행원마을안길,935837.0,1507184.0,행원마을안길,Inner Road of Haengwon Village,,杏源村?路,,50,50110,제주,제주시,구좌읍,?州特別自治道,?州市,?左邑,2021-12-31
흑돼지거리,909622.24,1503070.62,흑돼지거리,Black Pork Street,,黑猪街,,50,50110,제주,제주시,건입동,?州特別自治道,?州市,健入洞,2021-12-31
고내봉둘레길,892408.0,1496295.0,고내봉둘레길,Gonaebong Dulegil,,高?峰步道,,50,50110,제주,제주시,애월읍,?州特別自治道,?州市,涯月邑,2021-12-31
고사리숲길,880663.0,1482700.0,고사리숲길,Gosari Forest Path,,蕨菜林?路,,50,50110,제주,제주시,한경면,?州特別自治道,?州市,翰京面,2021-12-31
고성숲길,898997.0,1496178.0,고성숲길,Goseong Forest Path,,古城林?路,,50,50110,제주,제주시,애월읍,?州特別自治道,?州市,涯月邑,2021-12-31
과오름둘레길,890944.0,1495274.0,과오름둘레길,Gwaoreum Dulegil,,果岳步道,,50,50110,제주,제주시,애월읍,?州特別自治道,?州市,涯月邑,2021-12-31
김녕농로,929730.0,1507357.0,김녕농로,Gimnyeong-nonglo,,金??路,,50,50110,제주,제주시,구좌읍,?州特別自治道,?州市,?左邑,2021-12-31
납읍숲길,891108.0,1494103.0,납읍숲길,Nabeup Forest Path,,?邑林?路,,50,50110,제주,제주시,애월읍,?州特別自治道,?州市,涯月邑,2021-12-31
담수장,890184.0,1551638.0,담수장,Freshwater Station,,淡水?,,50,50110,제주,제주시,추자면,?州特別自治道,?州市,楸子面,2021-12-31
대림안길입구,886369.0,1493337.0,대림안길입구,Daerim Inner Road Entrance,,大林?路入口,,50,50110,제주,제주시,한림읍,?州特別自治道,?州市,翰林邑,2021-12-31
도두봉내리는길,904203.0,1502188.0,도두봉내리는길,Dodubong Peak Naerineungil,,道?峰在下路,,50,50110,제주,제주시,도두동,?州特別自治道,?州市,道頭洞,2021-12-31
도두추억애거리,903705.0,1501769.0,도두추억애거리,Street of Memories in Dodu,,道?回??街,,50,50110,제주,제주시,도두동,?州特別自治道,?州市,道頭洞,2021-12-31
도새기숲길,891027.0,1496417.0,도새기숲길,Dosaegi Forest Path,,猪苗林?路,,50,50110,제주,제주시,애월읍,?州特別自治道,?州市,涯月邑,2021-12-31
뒷동산아리랑길,882917.0,1483422.0,뒷동산아리랑길,Back Hill Arirang Trail,,后花?阿里?路,,50,50110,제주,제주시,한경면,?州特別自治道,?州市,翰京面,2021-12-31
머체왓숲길,923111.12,1493523.38,머체왓숲길,Meochewat Forest Path,,Mauchaewhat林?路,,50,50110,제주,제주시,조천읍,?州特別自治道,?州市,朝天邑,2021-12-31
면암유배길,907570.0,1499867.0,면암유배길,Myeonam Exile Road,,勉庵流放路,,50,50110,제주,제주시,오라동,?州特別自治道,?州市,吾羅洞,2021-12-31
면암유배길,908704.0,1496083.0,면암유배길,Myeonam Exile Road,,勉庵流放路,,50,50110,제주,제주시,오라동,?州特別自治道,?州市,吾羅洞,2021-12-31
무명천산책길,882436.0,1485082.0,무명천산책길,Mumyung Stream Path,,无名川散步路,,50,50110,제주,제주시,한림읍,?州特別自治道,?州市,翰林邑,2021-12-31
무수천숲길,902241.0,1497205.0,무수천숲길,Musucheon Stream Forest Path,,無愁川林?路,,50,50110,제주,제주시,노형동,?州特別自治道,?州市,老衡洞,2021-12-31
묵리교차로,890478.0,1551230.0,묵리교차로,"Mukri, Olle crossroads",,默里交叉路,,50,50110,제주,제주시,추자면,?州特別自治道,?州市,楸子面,2021-12-31
뱅듸길,938427.0,1505101.0,뱅듸길,Bangdeui Street,,坪岱路,,50,50110,제주,제주시,구좌읍,?州特別自治道,?州市,?左邑,2021-12-31
버들못농로,889960.0,1494438.0,버들못농로,Beodeulmot Pond Nonglo,,柳池?路,,50,50110,제주,제주시,애월읍,?州特別自治道,?州市,涯月邑,2021-12-31
보행주의구간,950166.0,1500749.0,보행주의구간,,,步行注意??,,50,50110,제주,제주시,우도면,?州特別自治道,?州市,牛島面,2021-12-31
보행주의구간,912642.0,1503668.0,보행주의구간,,,步行注意??,,50,50110,제주,제주시,화북동,?州特別自治道,?州市,華北洞,2021-12-31
보행주의구간,886861.0,1481096.0,보행주의구간,,,步行注意??,,50,50110,제주,제주시,한경면,?州特別自治道,?州市,翰京面,2021-12-31
삼다수숲길,923115.0,1493391.0,삼다수숲길,Samdasoo Woodland Trail,,三多水林?路,,50,50110,제주,제주시,조천읍,?州特別自治道,?州市,朝天邑,2021-12-31
생이기정,875937.0,1481232.0,생이기정,Saengyi Gijeong (Badang Gil),,生?奇?,,50,50110,제주,제주시,한경면,?州特別自治道,?州市,翰京面,2021-12-31
성안유배길,909105.0,1502852.0,성안유배길,Seongan Exile Road,,?安流放路,,50,50110,제주,제주시,삼도2동,?州特別自治道,?州市,三徒2洞,2021-12-31
성안유배길,909104.0,1502841.0,성안유배길,Seongan Exile Road,,?安流放路,,50,50110,제주,제주시,삼도2동,?州特別自治道,?州市,三徒2洞,2021-12-31
쇠물통언덕,948616.0,1500485.0,쇠물통언덕,Soemultong Hill,,牛水桶丘,,50,50110,제주,제주시,우도면,?州特別自治道,?州市,牛島面,2021-12-31
신촌가는옛길,916410.0,1504612.0,신촌가는옛길,Old trail going to Shinchon,,去新村的?路,,50,50110,제주,제주시,삼양동,?州特別自治道,?州市,三陽洞,2021-12-31
엉앙길,875982.0,1479438.0,엉앙길,Eongang-gil,,翁?路,,50,50110,제주,제주시,한경면,?州特別自治道,?州市,翰京面,2021-12-31
예초리가정길,892308.0,1552091.0,예초리가정길,Yechori Gijeong Gil,,?草里家庭路,,50,50110,제주,제주시,추자면,?州特別自治道,?州市,楸子面,2021-12-31
오라올레길,908695.0,1496248.0,오라올레길,Ora Olle Trail,,吾?偶?路,,50,50110,제주,제주시,오라동,?州特別自治道,?州市,吾羅洞,2021-12-31
오라올레길,908794.0,1500052.0,오라올레길,Ora Olle Trail,,吾?偶?路,,50,50110,제주,제주시,오라동,?州特別自治道,?州市,吾羅洞,2021-12-31
올레길13코스,881434.0,1482531.0,올레길13코스,Olle Route 13,,偶?路14路?,,50,50110,제주,제주시,한경면,?州特別自治道,?州市,翰京面,2021-12-31
올레길13코스,875929.0,1482160.0,올레길13코스,Olle Route 13,,偶?路13路?,,50,50110,제주,제주시,한경면,?州特別自治道,?州市,翰京面,2021-12-31
