FCLTY_NM,FCLTY_LO,FCLTY_LA,KLANG_NM,ENGL_AREA_NM,JLANG_NM,CHNLNG_SIMCH_NM,CHNLNG_TRACH_NM,CTPRVN_CD,SIGNGU_CD,CTPRVN_KLANG_NM,SIGNGU_KLANG_NM,ADSTRD_KLANG_NM,CTPRVN_JLANG_NM,SIGNGU_JLANG_NM,ADSTRD_JLANG_NM,BASE_DE
서부공원녹지사업소,946872.0,1951749.0,서부공원녹지사업소,,西部公園?地事業所,,,11,11440,서울,마포구,성산2동,ソウル特別市,麻浦?,城山2洞,2021-12-31
엠비씨 월드,946211.6875,1953706.5,엠비씨 월드,MBC WORLD,MBC WORLD,MBC WORLD,MBC WORLD,11,11440,서울,마포구,상암동,ソウル特別市,麻浦?,上岩洞,2021-12-31
공덕동족발골목,951691.0,1949595.0,공덕동족발골목,Gongdeok-dong  Pig's feet Alley,,孔德洞猪蹄街,,11,11440,서울,마포구,아현동,ソウル特別市,麻浦?,阿峴洞,2021-12-31
메타세콰이어길,945524.0,1951970.0,메타세콰이어길,Metasequoia Road,メタセコイア?木道,水杉林?路,水杉林蔭路,11,11440,서울,마포구,상암동,ソウル特別市,麻浦?,上岩洞,2021-12-31
메트로/폴리스길,946324.0,1951673.0,메트로폴리스길,Metropolis street,,大都市路,,11,11440,서울,마포구,상암동,ソウル特別市,麻浦?,上岩洞,2021-12-31
아현동전골목,951870.0,1950970.0,아현동전골목,Ahyeon Coin Alley,,阿?洞煎?街,,11,11440,서울,마포구,아현동,ソウル特別市,麻浦?,阿峴洞,2021-12-31
연남동/차이나타운,949395.0,1951590.0,연남동차이나타운,Yeonnamdong China Town,,延南洞中?城,,11,11440,서울,마포구,연남동,ソウル特別市,麻浦?,延南洞,2021-12-31
웰빙황토길,945559.0,1952373.0,웰빙황토길,Well-being Hwangto-gil,,Well-being?土路,,11,11440,서울,마포구,상암동,ソウル特別市,麻浦?,上岩洞,2021-12-31
홍대예술의거리,948936.0,1950593.0,홍대예술의거리,Hongik Univ Street of Art,,弘大??之街,,11,11440,서울,마포구,서교동,ソウル特別市,麻浦?,西橋洞,2021-12-31
디지털 파빌리온,946236.9063,1953524.437,디지털 파빌리온,Digital Pavilion,デジタル?パビリオン,???,數位展覽館 (Digital Pavilion),11,11440,서울,마포구,상암동,ソウル特別市,麻浦?,上岩洞,2021-12-31
트릭아이미술관,948917.0281,1950613.281,트릭아이미술관,Trick Eye Museum,トリックアイ美術館,Trickeye特??3D美??,Trickeye特麗愛3D美術館,11,11440,서울,마포구,서교동,ソウル特別市,麻浦?,西橋洞,2021-12-31
최규하 대통령가옥,948322.9297,1950827.23,최규하 대통령가옥,President Choi Kyu-hah Residence,崔圭夏元大統領私邸,前??崔圭夏故居,崔圭夏前總統故居,11,11440,서울,마포구,서교동,ソウル特別市,麻浦?,西橋洞,2021-12-31
서울에너지드림센터,946250.2813,1951701.344,서울에너지드림센터,Seoul Energy Dream Center,ソウルエネルギ?ドリ?ムセンタ?,首?能源?想中心,首爾能源夢想中心,11,11440,서울,마포구,상암동,ソウル特別市,麻浦?,上岩洞,2021-12-31
근대역사문화/예술공원,898017.0,1644362.0,근대역사문화예술공원,,近代?史文化芸術公園,,,46,46110,전남,목포시,목원동,全羅南道,木浦市,木原洞,2021-12-31
노적봉/예술공원,897625.0,1644307.0,노적봉예술공원,,露積峰芸術公園,,,46,46110,전남,목포시,유달동,全羅南道,木浦市,儒達洞,2021-12-31
걷고싶은/빛의거리,897941.0,1644591.0,걷고싶은빛의거리,,,,,46,46110,전남,목포시,목원동,全羅南道,木浦市,木原洞,2021-12-31
목포/문화의거리,901146.0,1644774.0,목포문화의거리,,,,,46,46110,전남,목포시,이로동,全羅南道,木浦市,二老洞,2021-12-31
도리포유원지,895034.0,1685360.0,도리포유원지,,導里浦遊園地,,,46,46840,전남,무안군,해제면,全羅南道,務安郡,海際面,2021-12-31
조금나루/유원지,893735.0,1667328.0,조금나루유원지,Recreation Area,チョグムナル遊園地,游??,遊園區,46,46840,전남,무안군,망운면,全羅南道,務安郡,望雲面,2021-12-31
무안낙지골목,906637.0,1666309.0,무안낙지골목,,,,,46,46840,전남,무안군,무안읍,全羅南道,務安郡,務安邑,2021-12-31
무안양파/가로등거리,906476.0,1666542.0,무안양파가로등거리,,,,,46,46840,전남,무안군,무안읍,全羅南道,務安郡,務安邑,2021-12-31
하늘백련마을,911186.0,1652266.0,하늘백련마을,,,,,46,46840,전남,무안군,일로읍,全羅南道,務安郡,一老邑,2021-12-31
구천동수성대,1024221.0,1773558.0,구천동수성대,,九千洞水城台,,,45,45730,전북,무주군,설천면,全羅北道,茂朱郡,雪川面,2021-12-31
라제통문,1026671.0,1777754.0,라제통문,Rajetongmun Gate,羅?通門,??通?,羅濟通門,45,45730,전북,무주군,설천면,全羅北道,茂朱郡,雪川面,2021-12-31
무주반디랜드,1023338.0,1779564.0,무주반디랜드,Bandi Land,茂朱ホタルランド,茂朱?火??,,45,45730,전북,무주군,설천면,全羅北道,茂朱郡,雪川面,2021-12-31
적상산전망대,1017779.52,1774261.05,적상산전망대,,赤裳山展望台,,,45,45730,전북,무주군,적상면,全羅北道,茂朱郡,赤裳面,2021-12-31
적상산전망대,1017779.52,1774261.05,적상산전망대,,赤裳山展望台,,,45,45730,전북,무주군,적상면,全羅北道,茂朱郡,赤裳面,2021-12-31
태권도공원전망대,1029848.0,1779016.0,태권도공원전망대,Taekwondowon Observatory,テコンド?公園展望台,跆拳道公?展望台,,45,45730,전북,무주군,설천면,全羅北道,茂朱郡,雪川面,2021-12-31
내도리/강변유원지,1012876.0,1780259.0,내도리강변유원지,,?島里江?遊園地,,,45,45730,전북,무주군,무주읍,全羅北道,茂朱郡,茂朱邑,2021-12-31
내도리유원지,1012493.0,1782135.0,내도리유원지,,?島里遊園地,,,45,45730,전북,무주군,무주읍,全羅北道,茂朱郡,茂朱邑,2021-12-31
무주덕유산리조트어린이나라,1021747.0,1765971.0,무주덕유산리조트어린이나라,,茂朱?裕山リゾ?ト子どもの?,,,45,45730,전북,무주군,설천면,全羅北道,茂朱郡,雪川面,2021-12-31
부남/강변유원지,1005376.0,1774667.0,부남강변유원지,,富南江?遊園地,,,45,45730,전북,무주군,부남면,全羅北道,茂朱郡,府南面,2021-12-31
어린이나라,1021747.0,1765971.0,어린이나라,,,,,45,45730,전북,무주군,설천면,全羅北道,茂朱郡,雪川面,2021-12-31
무주지전마을/돌담길,1022096.0,1781180.0,무주지전마을돌담길,,,,,45,45730,전북,무주군,설천면,全羅北道,茂朱郡,雪川面,2021-12-31
KBS사극촬영장,1051178.0,1863825.0,KBS사극촬영장,,KBS時代劇撮影地,,,47,47280,경북,문경시,문경읍,慶?北道,聞慶市,聞慶邑,2021-12-31
조령제1관문,1051323.66,1863612.6,조령제1관문,,鳥嶺第1?門,,,47,47280,경북,문경시,문경읍,慶?北道,聞慶市,聞慶邑,2021-12-31
가은역,1050080.0,1850383.0,가은역,,加恩?,,,47,47280,경북,문경시,가은읍,慶?北道,聞慶市,加恩邑,2021-12-31
가은역/폐역,1050080.0,1850383.0,가은역폐역,,,,,47,47280,경북,문경시,가은읍,慶?北道,聞慶市,加恩邑,2021-12-31
불정역,1057291.0,1851020.0,불정역,,?井?,,,47,47280,경북,문경시,점촌4동,慶?北道,聞慶市,店村4洞,2021-12-31
문경철로자전거,1055302.0,1852817.0,문경철로자전거,Mungyeong Rail Bike,聞慶?路自?車,???路自行?(Rail Bike),聞慶鐵軌?踏車,47,47280,경북,문경시,마성면,慶?北道,聞慶市,麻城面,2021-12-31
고례유원지,1129554.0,1722766.0,고례유원지,,古?遊園地,古?游??,,48,48270,경남,밀양시,단장면,慶?南道,密陽市,丹場面,2021-12-31
금시당유원지,1116196.0,1722504.0,금시당유원지,,今是堂遊園地,,,48,48270,경남,밀양시,내일동,慶?南道,密陽市,?一洞,2021-12-31
단장유원지,1123420.0,1725336.0,단장유원지,,丹場遊園地,丹?游??,,48,48270,경남,밀양시,단장면,慶?南道,密陽市,丹場面,2021-12-31
밤밭유원지,1116624.0,1723450.0,밤밭유원지,,パムバッ遊園地,栗田游??,,48,48270,경남,밀양시,산외면,慶?南道,密陽市,山外面,2021-12-31
상동빈지소/유원지,1114031.0,1729090.0,상동빈지소유원지,,上東空池沼遊園地,上洞殯所游??,,48,48270,경남,밀양시,상동면,慶?南道,密陽市,上東面,2021-12-31
양단유원지,1121582.0,1724429.0,양단유원지,,ヤンダン遊園地,?丹游??,,48,48270,경남,밀양시,단장면,慶?南道,密陽市,丹場面,2021-12-31
용두연유원지,1115982.0,1721490.0,용두연유원지,,龍頭淵遊園地,龍頭淵遊園地,,48,48270,경남,밀양시,내일동,慶?南道,密陽市,?一洞,2021-12-31
용두연유원지,1115181.0,1721036.0,용두연유원지,,龍頭淵遊園地,龍頭淵遊園地,,48,48270,경남,밀양시,가곡동,慶?南道,密陽市,佳谷洞,2021-12-31
호박소유원지,1135613.0,1733295.0,호박소유원지,Recreation Area,ホバク沼遊園地,南瓜沼游??,遊園區,48,48270,경남,밀양시,산내면,慶?南道,密陽市,山?面,2021-12-31
송강호거리,1112918.0,1723597.0,송강호거리,,,宋江湖街,,48,48270,경남,밀양시,내이동,慶?南道,密陽市,?二洞,2021-12-31
영남알프스,1132366.0,1727350.0,영남알프스,,,?南阿?卑斯,,48,48270,경남,밀양시,단장면,慶?南道,密陽市,丹場面,2021-12-31
제2냉풍욕장,925766.0,1819990.0,제2냉풍욕장,,第2冷風浴場,,,44,44180,충남,보령시,청라면,忠?南道,保寧市,菁蘿面,2021-12-31
죽도보물섬/관광지,913664.0,1809379.0,죽도보물섬관광지,,竹島?島?光地,,,44,44180,충남,보령시,남포면,忠?南道,保寧市,藍浦面,2021-12-31
팔색보령수필전망대,914629.77,1827348.05,팔색보령수필전망대,,八色保寧?筆展望台,,,44,44180,충남,보령시,오천면,忠?南道,保寧市,烏川面,2021-12-31
보령댐물빛공원,923537.98,1806273.8,보령댐물빛공원,,保寧ダムムルピッ公園,,,44,44180,충남,보령시,미산면,忠?南道,保寧市,嵋山面,2021-12-31
대천필랜드,911981.0,1812732.0,대천필랜드,,大川フィ?ルランド,,,44,44180,충남,보령시,대천5동,忠?南道,保寧市,大川5洞,2021-12-31
무창포타워,913574.23,1805736.59,무창포타워,,武昌浦タワ?,,,44,44180,충남,보령시,웅천읍,忠?南道,保寧市,熊川邑,2021-12-31
레그랜드펀비치/워터파크,911915.0,1812645.0,레그랜드펀비치워터파크,,レグランド?ファンビ?チウォ?タ?パ?ク,,,44,44180,충남,보령시,대천5동,忠?南道,保寧市,大川5洞,2021-12-31
일림산유원지,955419.0,1633123.0,일림산유원지,Recreation Area,日林山遊園地,游??,遊園區,46,44180,전남,보성군,웅치면,全羅南道,寶城郡,熊峙面,2021-12-31
보성녹차길,961142.0,1630136.0,보성녹차길,,,,,46,44180,전남,보성군,회천면,全羅南道,寶城郡,?泉面,2021-12-31
보성녹차길,959503.0,1632143.0,보성녹차길,,,,,46,44180,전남,보성군,회천면,全羅南道,寶城郡,?泉面,2021-12-31
펀파크,1023031.32,1831993.1,펀파크,,ファンパ?ク,,,43,43720,충북,보은군,보은읍,忠?北道,報恩郡,報恩邑,2021-12-31
펀파크,1023031.0,1831993.0,펀파크,Fun Park,ファンパ?ク,趣味??,趣味樂園,43,43720,충북,보은군,보은읍,忠?北道,報恩郡,報恩邑,2021-12-31
원평리유원지,1022310.0,1842084.0,원평리유원지,Recreation Area,院坪里遊園地,游??,遊園區,43,43720,충북,보은군,산외면,忠?北道,報恩郡,山外面,2021-12-31
먹자골목,1019795.0,1831699.0,먹자골목,Eatery Alley,グルメ?丁,美食街,美食街,43,43720,충북,보은군,보은읍,忠?北道,報恩郡,報恩邑,2021-12-31
속리산/산채비빔밥거리,1028781.0,1837050.0,속리산산채비빔밥거리,,,,,43,43720,충북,보은군,속리산면,忠?北道,報恩郡,俗離山面,2021-12-31
오전약수탕,1111223.0,1891270.0,오전약수탕,,梧田?水湯,,,47,47920,경북,봉화군,물야면,慶?北道,奉化郡,物野面,2021-12-31
고선계곡/유원지,1130435.0,1888491.0,고선계곡유원지,,古善?谷遊園地,,,47,47920,경북,봉화군,소천면,慶?北道,奉化郡,小川面,2021-12-31
매호유원지,1125021.0,1875055.0,매호유원지,,梅湖遊園地,,,47,47920,경북,봉화군,명호면,慶?北道,奉化郡,明湖面,2021-12-31
사미정유원지,1127279.0,1877705.0,사미정유원지,,四未亭遊園地,,,47,47920,경북,봉화군,명호면,慶?北道,奉化郡,明湖面,2021-12-31
이나리강변/유원지,1125019.0,1874018.0,이나리강변유원지,Recreation Area,イナリ江?遊園地,游??,遊園區,47,47920,경북,봉화군,명호면,慶?北道,奉化郡,明湖面,2021-12-31
송이/먹거리골목,1110460.0,1877539.0,송이먹거리골목,,,,,47,47920,경북,봉화군,봉화읍,慶?北道,奉化郡,奉化邑,2021-12-31
그랜드코리아레저,1141722.0,1685710.0,그랜드코리아레저,,グランドコリアレジャ?,,,26,26230,부산,부산진구,부전2동,釜山?域市,釜山??,釜田2洞,2021-12-31
세븐럭카지노,1141756.0,1685688.0,세븐럭카지노,Seven Luck Casino,セブンラックカジノ,七???,七樂賭場,26,26230,부산,부산진구,부전2동,釜山?域市,釜山??,釜田2洞,2021-12-31
부산어린이대공원,1140747.0,1688638.0,부산어린이대공원,,釜山子ども大公園,,,26,26230,부산,부산진구,초읍동,釜山?域市,釜山??,草邑洞,2021-12-31
어린이대공원,1140747.0,1688638.0,어린이대공원,Children's Grand Park,子ども大公園,?童大公?,兒童大公園,26,26230,부산,부산진구,초읍동,釜山?域市,釜山??,草邑洞,2021-12-31
범일동/귀금속거리,1142132.0,1684106.0,범일동귀금속거리,Beomildong Jewelry Street,,凡一洞?金?街,,26,26230,부산,부산진구,범천1동,釜山?域市,釜山??,凡川1洞,2021-12-31
서면1번가,1142002.0,1685640.0,서면1번가,Seomyeon 1 Beonga,西面1番街,西面1?街,,26,26230,부산,부산진구,부전2동,釜山?域市,釜山??,釜田2洞,2021-12-31
조방낙지거리,1142187.0,1684104.0,조방낙지거리,Jobang Nakji Street,,朝?章?街,,26,26230,부산,부산진구,범천1동,釜山?域市,釜山??,凡川1洞,2021-12-31
간척지전망대,925425.0,1751343.0,간척지전망대,,干拓地展望台,,,45,45800,전북,부안군,계화면,全羅北道,扶安郡,界火面,2021-12-31
계화조류지,922168.0,1754496.0,계화조류지,,界火貯水池,,,45,45800,전북,부안군,계화면,全羅北道,扶安郡,界火面,2021-12-31
부안영상/테마파크,908037.0,1736711.0,부안영상테마파크,Buan Cine Theme Park,扶安映像テ?マパ?ク,扶安影城主?公?,,45,45800,전북,부안군,변산면,全羅北道,扶安郡,?山面,2021-12-31
부안마실축제,929716.0,1745176.0,부안마실축제,,扶安マシル祭り,扶安村落?典,,45,45800,전북,부안군,행안면,全羅北道,扶安郡,幸安面,2021-12-31
금구원야외조각미술관,908365.0,1736456.0,금구원야외조각미술관,The Sculpture Park of KEUMKUWON,金丘苑野外彫刻美術館,金丘苑雕刻公?,金丘苑雕刻公園,45,45800,전북,부안군,변산면,全羅北道,扶安郡,?山面,2021-12-31
격포비치랜드,907088.0,1737318.0,격포비치랜드,,,,,45,45800,전북,부안군,변산면,全羅北道,扶安郡,?山面,2021-12-31
해의길유원지,925199.0,1732162.0,해의길유원지,Recreation Area,日の道遊園地,游??,遊園區,45,45800,전북,부안군,줄포면,全羅北道,扶安郡,茁浦面,2021-12-31
대명리조트/변산아쿠아월드,906783.0,1737804.0,대명리조트변산아쿠아월드,Daemyung Resort,大明リゾ?ト ?山アクアワ?ルド,大明度假村 ?山水上??,,45,45800,전북,부안군,변산면,全羅北道,扶安郡,?山面,2021-12-31
마실길1코스,907386.0,1738953.0,마실길1코스,,,,,45,45800,전북,부안군,변산면,全羅北道,扶安郡,?山面,2021-12-31
마실길2코스,910522.0,1741281.0,마실길2코스,,,,,45,45800,전북,부안군,변산면,全羅北道,扶安郡,?山面,2021-12-31
마실길3코스,913690.0,1744331.0,마실길3코스,,,,,45,45800,전북,부안군,변산면,全羅北道,扶安郡,?山面,2021-12-31
비홍산/놀이동산,931565.0,1802126.0,비홍산놀이동산,,飛鴻山遊園地,,,44,44760,충남,부여군,홍산면,忠?南道,扶余郡,鴻山面,2021-12-31
벚꽃동산,937195.0,1945774.0,벚꽃동산,,?花園,?花?,,41,41190,경기,부천시,도당동,京畿道,富川市,陶唐洞,2021-12-31
웅진플레이도시,933210.0,1944850.0,웅진플레이도시,Woongjin Play City,woongin Play℃,熊津??城,熊津娛樂城,41,41190,경기,부천시,상2동,京畿道,富川市,上2洞,2021-12-31
김치테마파크,933311.47,1945923.15,김치테마파크,"Kim Soon Ja, Kimchi Master’s Kimchi Theme Park",キムチテ?マパ?ク,泡菜主?公?,,41,41190,경기,부천시,상3동,京畿道,富川市,上3洞,2021-12-31
부천승마공원,937752.0,1946018.0,부천승마공원,,富川?馬公園,富川??公?,,41,41190,경기,부천시,성곡동,京畿道,富川市,城谷洞,2021-12-31
아루나스파,935975.0,1945058.0,아루나스파,,アルナスパ,Aluna spa,,41,41190,경기,부천시,중1동,京畿道,富川市,中1洞,2021-12-31
웅진플레이도시워터파크&스파,933191.0,1944819.0,웅진플레이도시워터파크&스파,,woongin Play℃ ウォ?タ?パ?ク&スパ,,,41,41190,경기,부천시,상2동,京畿道,富川市,上2洞,2021-12-31
워터조이,934287.0,1945238.0,워터조이,Water Joy,ウォ?タ?ジョイ,WaterJoy,,41,41190,경기,부천시,상2동,京畿道,富川市,上2洞,2021-12-31
워터파크&스파,933191.0,1944819.0,워터파크&스파,Waterpark and Spa,,熊津游?城水上??,,41,41190,경기,부천시,상2동,京畿道,富川市,上2洞,2021-12-31
둘리의거리,933970.0,1943670.0,둘리의거리,,,多利街,,41,41190,경기,부천시,상1동,京畿道,富川市,上1洞,2021-12-31
부천주말/차없는거리,935098.0,1944963.0,부천주말차없는거리,,,富川周末无?街,,41,41190,경기,부천시,중1동,京畿道,富川市,中1洞,2021-12-31
원미동/사람들거리,936974.0,1944332.0,원미동사람들거리,,,?美洞人街,,41,41190,경기,부천시,원미1동,京畿道,富川市,遠美1洞,2021-12-31
은데미/예술마당,939178.0,1947008.0,은데미예술마당,,,彦淡里????,,41,41190,경기,부천시,성곡동,京畿道,富川市,城谷洞,2021-12-31
작동오리촌,939443.0,1946392.0,작동오리촌,,,?洞?村,,41,41190,경기,부천시,성곡동,京畿道,富川市,城谷洞,2021-12-31
굴포먹거리/타운,931368.0,1945713.0,굴포먹거리타운,Gulpo Restaurant District,,掘浦美食小?,,28,28237,인천,부평구,갈산2동,仁川?域市,富平?,葛山2洞,2021-12-31
부평/문화의거리,931331.0,1944144.0,부평문화의거리,Bupyeong Cultural Street,,富平文化街,,28,28237,인천,부평구,부평4동,仁川?域市,富平?,富平4洞,2021-12-31
부평해물탕거리,931787.0,1944166.0,부평해물탕거리,Bupyeong Haemultang (Seafood Stew) Street,富平5洞ヘムルタン通り,富平海??街,,28,28237,인천,부평구,부평5동,仁川?域市,富平?,富平5洞,2021-12-31
광주패밀리랜드,944357.0,1692096.0,광주패밀리랜드,Gwangju Family Land,光州ファミリ?ランド,光州FamilyLand,,29,29170,광주,북구,건국동,光州?域市,北?,建?洞,2021-12-31
금호패밀리/랜드,944606.0,1692123.0,금호패밀리랜드,,錦湖ファミリ?ランド,,,29,29170,광주,북구,건국동,光州?域市,北?,建?洞,2021-12-31
시화문화마을,948947.0,1687326.0,시화문화마을,Sihwa Culture Village,詩?文化村,??文化村,詩?文化村,29,29170,광주,북구,문화동,光州?域市,北?,文化洞,2021-12-31
옛길1구간,950994.0,1685296.0,옛길1구간,,,,,29,29170,광주,북구,석곡동,光州?域市,北?,石谷洞,2021-12-31
옛길2구간,953873.0,1682872.0,옛길2구간,,,,,29,29170,광주,북구,석곡동,光州?域市,北?,石谷洞,2021-12-31
옛길3구간,951074.0,1684969.0,옛길3구간,,,,,29,29170,광주,북구,석곡동,光州?域市,北?,石谷洞,2021-12-31
유동건강/음식의거리,945949.0,1685270.0,유동건강음식의거리,,,,,29,29170,광주,북구,중앙동,光州?域市,北?,中央洞,2021-12-31
향토/문화의거리,946620.0,1686576.0,향토문화의거리,,,,,29,29170,광주,북구,중흥3동,光州?域市,北?,中興3洞,2021-12-31
대구칠성/가구거리,1099842.0,1764840.0,대구칠성가구거리,,,,,27,27230,대구,북구,칠성동,大邱?域市,北?,七星洞,2021-12-31
운암지/먹거리타운,1096233.0,1771281.0,운암지먹거리타운,,,,,27,27230,대구,북구,구암동,大邱?域市,北?,?岩洞,2021-12-31
칠곡가구거리,1095357.0,1770390.0,칠곡가구거리,,,,,27,27230,대구,북구,구암동,大邱?域市,北?,?岩洞,2021-12-31
대천천유원지,1139066.0,1695411.0,대천천유원지,Daecheoncheon Amusement Park,大川川遊園地,大川川游??,,26,26320,부산,북구,화명2동,釜山?域市,北?,華明2洞,2021-12-31
꿈에랜드,1168211.0,1730470.0,꿈에랜드,,クメランド,,,31,31200,울산,북구,효문동,蔚山?域市,北?,孝門洞,2021-12-31
삼락생태공원,1134457.0,1686947.0,삼락생태공원,Samnak Riverside Sports Park,三?生態公園,三?生?公?,,26,26530,부산,사상구,삼락동,釜山?域市,沙上?,三?洞,2021-12-31
용소유원지,1057809.0,1669084.0,용소유원지,,龍沼遊園地,,,48,48240,경남,사천시,사남면,慶?南道,泗川市,泗南面,2021-12-31
몰운대유원지,1134121.0,1672876.0,몰운대유원지,Morundae Amusement Park,?雲台遊園地,?云台游??,,26,26380,부산,사하구,다대1동,釜山?域市,沙下?,多大1洞,2021-12-31
부산낙동강제방길,1131954.0,1680474.0,부산낙동강제방길,Busan Nakdonggang Jebanggil,,釜山洛?江堤防路,,26,26380,부산,사하구,하단2동,釜山?域市,沙下?,下端2洞,2021-12-31
공개바위,1023606.12,1712974.82,공개바위,,コンゲ岩,,,48,48860,경남,산청군,금서면,慶?南道,山?郡,今西面,2021-12-31
금헌힐링캠프,1038515.06,1703363.05,금헌힐링캠프,,クムホンヒ?リングキャンプ,,,48,48860,경남,산청군,단성면,慶?南道,山?郡,丹城面,2021-12-31
산청한방테마파크,1029764.0,1716048.0,산청한방테마파크,,山?韓方テ?マパ?ク,,,48,48860,경남,산청군,금서면,慶?南道,山?郡,今西面,2021-12-31
양촌강변/유원지,1032892.0,1717778.0,양촌강변유원지,,陽村江?遊園地,,,48,48860,경남,산청군,오부면,慶?南道,山?郡,梧釜面,2021-12-31
자양보유원지,1032591.0,1696784.0,자양보유원지,Recreation Area,紫陽洑遊園地,游??,遊園區,48,48860,경남,산청군,시천면,慶?南道,山?郡,矢川面,2021-12-31
환선굴,1133629.0,1926099.0,환선굴,Hwanseongul Cave,幻仙窟,幻仙窟,幻仙窟,42,42230,강원,삼척시,신기면,江原道,三陟市,新基面,2021-12-31
삼척해신당공원,1161883.0,1920521.0,삼척해신당공원,Samcheok Haesindang Park,三陟海神堂公園,三陟海神堂公?,,42,42230,강원,삼척시,원덕읍,江原道,三陟市,遠?邑,2021-12-31
해맞이테마공원,1163893.0,1916243.0,해맞이테마공원,,日の出テ?マ公園,迎日主?公?,,42,42230,강원,삼척시,원덕읍,江原道,三陟市,遠?邑,2021-12-31
내평유원지,1153845.0,1926542.0,내평유원지,,?坪遊園地,?平游??,,42,42230,강원,삼척시,근덕면,江原道,三陟市,近?面,2021-12-31
덕풍계곡/유원지,1147351.0,1903923.0,덕풍계곡유원지,,?豊?谷遊園地,德?溪谷游??,,42,42230,강원,삼척시,가곡면,江原道,三陟市,佳谷面,2021-12-31
새천년/해안유원지,1149093.0,1941080.0,새천년해안유원지,,新千年海岸遊園地,新千年海岸游??,,42,42230,강원,삼척시,교동,江原道,三陟市,校洞,2021-12-31
월천유원지,1163262.0,1908804.0,월천유원지,Wolcheon Recreation Area,月川遊園地,月川游??,月川遊園區,42,42230,강원,삼척시,원덕읍,江原道,三陟市,遠?邑,2021-12-31
재동유원지,1153108.0,1931174.0,재동유원지,Jaedong Recreation Area,チェドン遊園地,才洞游??,才洞遊園區,42,42230,강원,삼척시,근덕면,江原道,三陟市,近?面,2021-12-31
새천년도로,1149718.0,1939392.0,새천년도로,,,新千年海岸道路,,42,42230,강원,삼척시,정라동,江原道,三陟市,汀羅洞,2021-12-31
드라이브코스,1161303.0,1907324.0,드라이브코스,,,,,42,42230,강원,삼척시,원덕읍,江原道,三陟市,遠?邑,2021-12-31
경천대관광지,1066604.0,1828919.0,경천대관광지,,擎天台?光地,洛?江擎天台,,47,47250,경북,상주시,사벌면,慶?北道,?州市,沙伐面,2021-12-31
경천대랜드,1066695.0,1828842.0,경천대랜드,,擎天台ランド,,,47,47250,경북,상주시,사벌면,慶?北道,?州市,沙伐面,2021-12-31
삼백농업농촌테마공원,1061100.98,1825033.5,삼백농업농촌테마공원,,三百農業農村テ?マ公園,,,47,47250,경북,상주시,동문동,慶?北道,?州市,東門洞,2021-12-31
삼백농업농촌테마공원,1061100.98,1825033.5,삼백농업농촌테마공원,,三百農業農村テ?マ公園,,,47,47250,경북,상주시,동문동,慶?北道,?州市,東門洞,2021-12-31
야외음악당,1058907.0,1825859.0,야외음악당,,,,,47,47250,경북,상주시,북문동,慶?北道,?州市,北門洞,2021-12-31
먹자골목,940506.0,1685124.0,먹자골목,Eatery Alley,グルメ?丁,美食街,美食街,29,29140,광주,서구,치평동,光州?域市,西?,治平洞,2021-12-31
원대가구골목,1097004.0,1765789.0,원대가구골목,,,,,27,27170,대구,서구,원대동,大邱?域市,西?,院垈洞,2021-12-31
중리동/곱창골목,1094261.0,1763378.0,중리동곱창골목,,,,,27,27170,대구,서구,상중이동,大邱?域市,西?,上中梨洞,2021-12-31
퀸스로드의류패션/명물거리,1094365.0,1763219.0,퀸스로드의류패션명물거리,,,,,27,27170,대구,서구,상중이동,大邱?域市,西?,上中梨洞,2021-12-31
큰장길침구류/명물거리,1096937.0,1763652.0,큰장길침구류명물거리,,,,,27,27170,대구,서구,내당2.3동,大邱?域市,西?,?唐2.3洞,2021-12-31
상보안유원지,985867.0,1808881.0,상보안유원지,,サンボアン遊園地,上?安游??,,30,30170,대전,서구,기성동,大田?域市,西?,杞城洞,2021-12-31
용천유원지,983420.0,1805475.0,용천유원지,,ヨンチョン遊園地,?泉游??,,30,30170,대전,서구,기성동,大田?域市,西?,杞城洞,2021-12-31
장평보유원지,985600.0,1808240.0,장평보유원지,Recreation Area,長坪洑遊園地,?坪?游??,遊園區,30,30170,대전,서구,기성동,大田?域市,西?,杞城洞,2021-12-31
흑석유원지,985705.0,1807220.0,흑석유원지,Recreation Area,?石遊園地,黑石游??,遊園區,30,30170,대전,서구,기성동,大田?域市,西?,杞城洞,2021-12-31
경인아라뱃길해넘이전망대,921353.25,1951031.75,경인아라뱃길해넘이전망대,,京仁アラベッキル日の入り展望台,,,28,28260,인천,서구,검단5동,仁川?域市,西?,黔丹5洞,2021-12-31
정서진,920958.0,1951223.0,정서진,Jeongseojin,正西津,正西津,,28,28260,인천,서구,검단5동,仁川?域市,西?,黔丹5洞,2021-12-31
경인아라뱃길매화동산,927908.0,1952676.0,경인아라뱃길매화동산,,京仁アラベッキル梅花園,,,28,28260,인천,서구,검암경서동,仁川?域市,西?,黔岩.景西洞,2021-12-31
매화동산,927908.0,1952676.0,매화동산,Maehwa Dongsan,梅花パ?ク,梅花公?,梅花公園,28,28260,인천,서구,검암경서동,仁川?域市,西?,黔岩.景西洞,2021-12-31
인천로봇랜드/테마파크,921117.0,1947446.0,인천로봇랜드테마파크,Incheon Robot Land Theme Park,仁川ロボットランドテ?マパ?ク,仁川机器人??主?公?,,28,28260,인천,서구,청라3동,仁川?域市,西?,菁蘿3洞,2021-12-31
